"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","exp_id","event","rt","response","accuracy","view_history","block_number","trial_number","run_number","task","stimulus","filename","category","animacy","index","mouse_tracking_data","mouse_tracking_targets","answer","targets","screen_width","screen_height","button_left","button_bottom"
"image-button-response","80","125432","0.0-5.0-1.0-2.24","","","","","","","main_trial","null","null","","","1","24","1","Whole Image","./stimuli/war_ambiguous_nointeraction.jpg","./stimuli/war_ambiguous_nointeraction.jpg","","","","[{""x"":966,""y"":779,""t"":654,""event"":""mousemove""},{""x"":938,""y"":759,""t"":666,""event"":""mousemove""},{""x"":920,""y"":746,""t"":681,""event"":""mousemove""},{""x"":862,""y"":708,""t"":698,""event"":""mousemove""},{""x"":829,""y"":679,""t"":716,""event"":""mousemove""},{""x"":771,""y"":637,""t"":731,""event"":""mousemove""},{""x"":733,""y"":589,""t"":748,""event"":""mousemove""},{""x"":711,""y"":568,""t"":765,""event"":""mousemove""},{""x"":655,""y"":527,""t"":781,""event"":""mousemove""},{""x"":570,""y"":467,""t"":798,""event"":""mousemove""},{""x"":542,""y"":456,""t"":815,""event"":""mousemove""},{""x"":472,""y"":431,""t"":831,""event"":""mousemove""},{""x"":443,""y"":425,""t"":848,""event"":""mousemove""},{""x"":396,""y"":414,""t"":864,""event"":""mousemove""},{""x"":375,""y"":409,""t"":881,""event"":""mousemove""},{""x"":362,""y"":399,""t"":898,""event"":""mousemove""},{""x"":351,""y"":391,""t"":914,""event"":""mousemove""},{""x"":344,""y"":386,""t"":932,""event"":""mousemove""},{""x"":338,""y"":379,""t"":948,""event"":""mousemove""},{""x"":335,""y"":370,""t"":965,""event"":""mousemove""},{""x"":336,""y"":354,""t"":982,""event"":""mousemove""},{""x"":337,""y"":345,""t"":998,""event"":""mousemove""},{""x"":340,""y"":336,""t"":1015,""event"":""mousemove""},{""x"":342,""y"":333,""t"":1032,""event"":""mousemove""},{""x"":342,""y"":326,""t"":1048,""event"":""mousemove""},{""x"":342,""y"":320,""t"":1065,""event"":""mousemove""},{""x"":341,""y"":317,""t"":1081,""event"":""mousemove""},{""x"":341,""y"":312,""t"":1098,""event"":""mousemove""},{""x"":340,""y"":309,""t"":1115,""event"":""mousemove""},{""x"":340,""y"":308,""t"":1133,""event"":""mousemove""},{""x"":340,""y"":307,""t"":1149,""event"":""mousemove""},{""x"":340,""y"":305,""t"":1165,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"instructions","81","142615","0.0-5.0-1.0-3.24-0.24","","","","","","","break","17182","","","[{""page_index"":0,""viewing_time"":17182}]","2","25","1","Whole Image","","","","","","","","","","","","",""
"html-button-response","82","144278","0.0-5.0-1.0-0.25","","","","","","","trial_start","1662","0","","","2","25","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","83","144429","0.0-5.0-1.0-1.25","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","84","145630","0.0-5.0-1.0-2.25","","","","","","","main_trial","null","null","","","2","25","1","Whole Image","./stimuli/beach_positive_interaction.jpg","./stimuli/beach_positive_interaction.jpg","","","","[{""x"":982,""y"":762,""t"":658,""event"":""mousemove""},{""x"":1016,""y"":732,""t"":672,""event"":""mousemove""},{""x"":1092,""y"":672,""t"":688,""event"":""mousemove""},{""x"":1192,""y"":595,""t"":706,""event"":""mousemove""},{""x"":1217,""y"":574,""t"":722,""event"":""mousemove""},{""x"":1290,""y"":535,""t"":739,""event"":""mousemove""},{""x"":1318,""y"":514,""t"":756,""event"":""mousemove""},{""x"":1407,""y"":448,""t"":772,""event"":""mousemove""},{""x"":1426,""y"":432,""t"":789,""event"":""mousemove""},{""x"":1474,""y"":391,""t"":805,""event"":""mousemove""},{""x"":1498,""y"":371,""t"":822,""event"":""mousemove""},{""x"":1512,""y"":359,""t"":838,""event"":""mousemove""},{""x"":1526,""y"":346,""t"":856,""event"":""mousemove""},{""x"":1537,""y"":334,""t"":872,""event"":""mousemove""},{""x"":1539,""y"":332,""t"":889,""event"":""mousemove""},{""x"":1542,""y"":330,""t"":906,""event"":""mousemove""},{""x"":1542,""y"":329,""t"":931,""event"":""mousemove""},{""x"":1545,""y"":327,""t"":973,""event"":""mousemove""},{""x"":1548,""y"":326,""t"":989,""event"":""mousemove""},{""x"":1549,""y"":326,""t"":1007,""event"":""mousemove""},{""x"":1550,""y"":326,""t"":1023,""event"":""mousemove""},{""x"":1552,""y"":321,""t"":1039,""event"":""mousemove""},{""x"":1552,""y"":319,""t"":1055,""event"":""mousemove""},{""x"":1552,""y"":318,""t"":1073,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","85","147493","0.0-5.0-1.0-0.26","","","","","","","trial_start","1862","0","","","2","26","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","86","147794","0.0-5.0-1.0-1.26","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","87","148996","0.0-5.0-1.0-2.26","","","","","","","main_trial","null","null","","","2","26","1","Whole Image","./stimuli/funeral_ambiguous_interaction.jpg","./stimuli/funeral_ambiguous_interaction.jpg","","","","[{""x"":989,""y"":789,""t"":560,""event"":""mousemove""},{""x"":1022,""y"":752,""t"":577,""event"":""mousemove""},{""x"":1078,""y"":693,""t"":593,""event"":""mousemove""},{""x"":1163,""y"":621,""t"":610,""event"":""mousemove""},{""x"":1211,""y"":587,""t"":627,""event"":""mousemove""},{""x"":1303,""y"":524,""t"":644,""event"":""mousemove""},{""x"":1363,""y"":477,""t"":660,""event"":""mousemove""},{""x"":1416,""y"":451,""t"":677,""event"":""mousemove""},{""x"":1437,""y"":432,""t"":694,""event"":""mousemove""},{""x"":1477,""y"":395,""t"":710,""event"":""mousemove""},{""x"":1489,""y"":387,""t"":727,""event"":""mousemove""},{""x"":1500,""y"":376,""t"":744,""event"":""mousemove""},{""x"":1513,""y"":358,""t"":760,""event"":""mousemove""},{""x"":1524,""y"":347,""t"":777,""event"":""mousemove""},{""x"":1531,""y"":340,""t"":794,""event"":""mousemove""},{""x"":1542,""y"":330,""t"":811,""event"":""mousemove""},{""x"":1549,""y"":325,""t"":827,""event"":""mousemove""},{""x"":1552,""y"":323,""t"":844,""event"":""mousemove""},{""x"":1556,""y"":320,""t"":861,""event"":""mousemove""},{""x"":1561,""y"":313,""t"":877,""event"":""mousemove""},{""x"":1567,""y"":306,""t"":894,""event"":""mousemove""},{""x"":1571,""y"":302,""t"":910,""event"":""mousemove""},{""x"":1575,""y"":297,""t"":927,""event"":""mousemove""},{""x"":1575,""y"":296,""t"":944,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","88","150669","0.0-5.0-1.0-0.27","","","","","","","trial_start","1672","0","","","2","27","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","89","150745","0.0-5.0-1.0-1.27","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","90","151948","0.0-5.0-1.0-2.27","","","","","","","main_trial","null","null","","","2","27","1","Whole Image","./stimuli/hospital_positive_interaction.jpg","./stimuli/hospital_positive_interaction.jpg","","","","[{""x"":991,""y"":796,""t"":813,""event"":""mousemove""},{""x"":1053,""y"":745,""t"":829,""event"":""mousemove""},{""x"":1168,""y"":671,""t"":846,""event"":""mousemove""},{""x"":1241,""y"":625,""t"":863,""event"":""mousemove""},{""x"":1341,""y"":556,""t"":879,""event"":""mousemove""},{""x"":1439,""y"":483,""t"":896,""event"":""mousemove""},{""x"":1461,""y"":469,""t"":913,""event"":""mousemove""},{""x"":1502,""y"":439,""t"":930,""event"":""mousemove""},{""x"":1527,""y"":415,""t"":947,""event"":""mousemove""},{""x"":1545,""y"":391,""t"":962,""event"":""mousemove""},{""x"":1561,""y"":369,""t"":980,""event"":""mousemove""},{""x"":1574,""y"":352,""t"":996,""event"":""mousemove""},{""x"":1587,""y"":334,""t"":1013,""event"":""mousemove""},{""x"":1592,""y"":330,""t"":1029,""event"":""mousemove""},{""x"":1594,""y"":325,""t"":1046,""event"":""mousemove""},{""x"":1594,""y"":324,""t"":1063,""event"":""mousemove""},{""x"":1594,""y"":323,""t"":1080,""event"":""mousemove""},{""x"":1592,""y"":322,""t"":1130,""event"":""mousemove""},{""x"":1588,""y"":322,""t"":1146,""event"":""mousemove""},{""x"":1587,""y"":322,""t"":1164,""event"":""mousemove""},{""x"":1584,""y"":322,""t"":1180,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","91","153653","0.0-5.0-1.0-0.28","","","","","","","trial_start","1705","0","","","2","28","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","92","153904","0.0-5.0-1.0-1.28","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","93","155107","0.0-5.0-1.0-2.28","","","","","","","main_trial","null","null","","","2","28","1","Whole Image","./stimuli/hospital_positive_nointeraction.jpg","./stimuli/hospital_positive_nointeraction.jpg","","","","[{""x"":1007,""y"":764,""t"":683,""event"":""mousemove""},{""x"":1022,""y"":750,""t"":690,""event"":""mousemove""},{""x"":1127,""y"":662,""t"":707,""event"":""mousemove""},{""x"":1184,""y"":610,""t"":724,""event"":""mousemove""},{""x"":1336,""y"":496,""t"":740,""event"":""mousemove""},{""x"":1410,""y"":461,""t"":757,""event"":""mousemove""},{""x"":1490,""y"":394,""t"":774,""event"":""mousemove""},{""x"":1512,""y"":377,""t"":791,""event"":""mousemove""},{""x"":1546,""y"":343,""t"":808,""event"":""mousemove""},{""x"":1567,""y"":323,""t"":824,""event"":""mousemove""},{""x"":1571,""y"":318,""t"":840,""event"":""mousemove""},{""x"":1574,""y"":315,""t"":857,""event"":""mousemove""},{""x"":1575,""y"":315,""t"":874,""event"":""mousemove""},{""x"":1575,""y"":314,""t"":891,""event"":""mousemove""},{""x"":1575,""y"":313,""t"":907,""event"":""mousemove""},{""x"":1575,""y"":312,""t"":957,""event"":""mousemove""},{""x"":1575,""y"":310,""t"":988,""event"":""mousemove""},{""x"":1575,""y"":309,""t"":1013,""event"":""mousemove""},{""x"":1575,""y"":308,""t"":1024,""event"":""mousemove""},{""x"":1574,""y"":307,""t"":1041,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","94","156580","0.0-5.0-1.0-0.29","","","","","","","trial_start","1472","0","","","2","29","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","95","156832","0.0-5.0-1.0-1.29","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","96","158034","0.0-5.0-1.0-2.29","","","","","","","main_trial","null","null","","","2","29","1","Whole Image","./stimuli/fair_ambiguous_nointeraction.jpg","./stimuli/fair_ambiguous_nointeraction.jpg","","","","[{""x"":974,""y"":777,""t"":736,""event"":""mousemove""},{""x"":989,""y"":766,""t"":749,""event"":""mousemove""},{""x"":1003,""y"":756,""t"":766,""event"":""mousemove""},{""x"":1021,""y"":739,""t"":783,""event"":""mousemove""},{""x"":1072,""y"":692,""t"":800,""event"":""mousemove""},{""x"":1097,""y"":674,""t"":816,""event"":""mousemove""},{""x"":1128,""y"":637,""t"":833,""event"":""mousemove""},{""x"":1177,""y"":593,""t"":849,""event"":""mousemove""},{""x"":1210,""y"":550,""t"":866,""event"":""mousemove""},{""x"":1261,""y"":509,""t"":883,""event"":""mousemove""},{""x"":1301,""y"":477,""t"":899,""event"":""mousemove""},{""x"":1355,""y"":431,""t"":916,""event"":""mousemove""},{""x"":1376,""y"":417,""t"":933,""event"":""mousemove""},{""x"":1415,""y"":375,""t"":950,""event"":""mousemove""},{""x"":1442,""y"":348,""t"":967,""event"":""mousemove""},{""x"":1452,""y"":339,""t"":983,""event"":""mousemove""},{""x"":1472,""y"":322,""t"":1000,""event"":""mousemove""},{""x"":1486,""y"":309,""t"":1017,""event"":""mousemove""},{""x"":1493,""y"":304,""t"":1033,""event"":""mousemove""},{""x"":1498,""y"":298,""t"":1050,""event"":""mousemove""},{""x"":1505,""y"":293,""t"":1066,""event"":""mousemove""},{""x"":1506,""y"":291,""t"":1083,""event"":""mousemove""},{""x"":1507,""y"":291,""t"":1100,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","97","159705","0.0-5.0-1.0-0.30","","","","","","","trial_start","1671","0","","","2","30","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","98","159833","0.0-5.0-1.0-1.30","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","99","161034","0.0-5.0-1.0-2.30","","","","","","","main_trial","null","null","","","2","30","1","Whole Image","./stimuli/beach_positive_nointeraction.jpg","./stimuli/beach_positive_nointeraction.jpg","","","","[{""x"":981,""y"":796,""t"":803,""event"":""mousemove""},{""x"":1016,""y"":779,""t"":818,""event"":""mousemove""},{""x"":1040,""y"":761,""t"":836,""event"":""mousemove""},{""x"":1137,""y"":691,""t"":852,""event"":""mousemove""},{""x"":1210,""y"":639,""t"":868,""event"":""mousemove""},{""x"":1273,""y"":587,""t"":885,""event"":""mousemove""},{""x"":1345,""y"":531,""t"":902,""event"":""mousemove""},{""x"":1389,""y"":487,""t"":918,""event"":""mousemove""},{""x"":1467,""y"":429,""t"":935,""event"":""mousemove""},{""x"":1539,""y"":368,""t"":952,""event"":""mousemove""},{""x"":1559,""y"":354,""t"":969,""event"":""mousemove""},{""x"":1581,""y"":330,""t"":985,""event"":""mousemove""},{""x"":1603,""y"":306,""t"":1002,""event"":""mousemove""},{""x"":1613,""y"":301,""t"":1022,""event"":""mousemove""},{""x"":1619,""y"":296,""t"":1036,""event"":""mousemove""},{""x"":1620,""y"":295,""t"":1053,""event"":""mousemove""},{""x"":1623,""y"":294,""t"":1069,""event"":""mousemove""},{""x"":1625,""y"":292,""t"":1086,""event"":""mousemove""},{""x"":1626,""y"":291,""t"":1104,""event"":""mousemove""},{""x"":1627,""y"":291,""t"":1119,""event"":""mousemove""},{""x"":1628,""y"":290,""t"":1147,""event"":""mousemove""},{""x"":1628,""y"":287,""t"":1186,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","100","163001","0.0-5.0-1.0-0.31","","","","","","","trial_start","1966","0","","","2","31","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","101","163303","0.0-5.0-1.0-1.31","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","102","164504","0.0-5.0-1.0-2.31","","","","","","","main_trial","null","null","","","2","31","1","Whole Image","./stimuli/fair_ambiguous_interaction.jpg","./stimuli/fair_ambiguous_interaction.jpg","","","","[{""x"":981,""y"":775,""t"":558,""event"":""mousemove""},{""x"":1000,""y"":753,""t"":569,""event"":""mousemove""},{""x"":1054,""y"":702,""t"":586,""event"":""mousemove""},{""x"":1084,""y"":677,""t"":602,""event"":""mousemove""},{""x"":1154,""y"":618,""t"":619,""event"":""mousemove""},{""x"":1204,""y"":577,""t"":636,""event"":""mousemove""},{""x"":1273,""y"":525,""t"":652,""event"":""mousemove""},{""x"":1302,""y"":493,""t"":670,""event"":""mousemove""},{""x"":1356,""y"":451,""t"":685,""event"":""mousemove""},{""x"":1386,""y"":423,""t"":702,""event"":""mousemove""},{""x"":1401,""y"":405,""t"":719,""event"":""mousemove""},{""x"":1430,""y"":381,""t"":735,""event"":""mousemove""},{""x"":1440,""y"":374,""t"":752,""event"":""mousemove""},{""x"":1451,""y"":363,""t"":769,""event"":""mousemove""},{""x"":1456,""y"":357,""t"":785,""event"":""mousemove""},{""x"":1461,""y"":350,""t"":802,""event"":""mousemove""},{""x"":1462,""y"":347,""t"":819,""event"":""mousemove""},{""x"":1466,""y"":342,""t"":835,""event"":""mousemove""},{""x"":1470,""y"":338,""t"":852,""event"":""mousemove""},{""x"":1473,""y"":335,""t"":869,""event"":""mousemove""},{""x"":1480,""y"":332,""t"":886,""event"":""mousemove""},{""x"":1481,""y"":331,""t"":903,""event"":""mousemove""},{""x"":1483,""y"":330,""t"":919,""event"":""mousemove""},{""x"":1487,""y"":327,""t"":936,""event"":""mousemove""},{""x"":1497,""y"":323,""t"":953,""event"":""mousemove""},{""x"":1503,""y"":321,""t"":969,""event"":""mousemove""},{""x"":1507,""y"":318,""t"":987,""event"":""mousemove""},{""x"":1513,""y"":316,""t"":1003,""event"":""mousemove""},{""x"":1515,""y"":316,""t"":1019,""event"":""mousemove""},{""x"":1517,""y"":316,""t"":1069,""event"":""mousemove""},{""x"":1516,""y"":316,""t"":1098,""event"":""mousemove""},{""x"":1509,""y"":316,""t"":1102,""event"":""mousemove""},{""x"":1456,""y"":323,""t"":1120,""event"":""mousemove""},{""x"":1431,""y"":323,""t"":1136,""event"":""mousemove""},{""x"":1356,""y"":323,""t"":1153,""event"":""mousemove""},{""x"":1255,""y"":318,""t"":1170,""event"":""mousemove""},{""x"":1193,""y"":316,""t"":1186,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","103","166760","0.0-5.0-1.0-0.32","","","","","","","trial_start","2255","0","","","2","32","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","104","166813","0.0-5.0-1.0-1.32","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","105","168015","0.0-5.0-1.0-2.32","","","","","","","main_trial","null","null","","","2","32","1","Whole Image","./stimuli/birth_positive_nointeraction.jpg","./stimuli/birth_positive_nointeraction.jpg","","","","[{""x"":966,""y"":794,""t"":711,""event"":""mousemove""},{""x"":963,""y"":791,""t"":717,""event"":""mousemove""},{""x"":955,""y"":781,""t"":730,""event"":""mousemove""},{""x"":942,""y"":763,""t"":746,""event"":""mousemove""},{""x"":931,""y"":749,""t"":763,""event"":""mousemove""},{""x"":913,""y"":733,""t"":780,""event"":""mousemove""},{""x"":885,""y"":698,""t"":796,""event"":""mousemove""},{""x"":864,""y"":675,""t"":813,""event"":""mousemove""},{""x"":835,""y"":656,""t"":830,""event"":""mousemove""},{""x"":812,""y"":631,""t"":846,""event"":""mousemove""},{""x"":794,""y"":612,""t"":863,""event"":""mousemove""},{""x"":782,""y"":600,""t"":879,""event"":""mousemove""},{""x"":767,""y"":588,""t"":896,""event"":""mousemove""},{""x"":759,""y"":578,""t"":913,""event"":""mousemove""},{""x"":757,""y"":567,""t"":930,""event"":""mousemove""},{""x"":765,""y"":554,""t"":947,""event"":""mousemove""},{""x"":825,""y"":521,""t"":963,""event"":""mousemove""},{""x"":918,""y"":499,""t"":980,""event"":""mousemove""},{""x"":1039,""y"":482,""t"":997,""event"":""mousemove""},{""x"":1164,""y"":475,""t"":1014,""event"":""mousemove""},{""x"":1255,""y"":471,""t"":1030,""event"":""mousemove""},{""x"":1321,""y"":465,""t"":1047,""event"":""mousemove""},{""x"":1361,""y"":462,""t"":1063,""event"":""mousemove""},{""x"":1428,""y"":443,""t"":1080,""event"":""mousemove""},{""x"":1441,""y"":438,""t"":1097,""event"":""mousemove""},{""x"":1452,""y"":432,""t"":1113,""event"":""mousemove""},{""x"":1479,""y"":416,""t"":1130,""event"":""mousemove""},{""x"":1496,""y"":407,""t"":1147,""event"":""mousemove""},{""x"":1506,""y"":402,""t"":1163,""event"":""mousemove""},{""x"":1515,""y"":392,""t"":1180,""event"":""mousemove""},{""x"":1529,""y"":379,""t"":1197,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","106","170293","0.0-5.0-1.0-0.33","","","","","","","trial_start","2278","0","","","2","33","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","107","170396","0.0-5.0-1.0-1.33","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","108","171598","0.0-5.0-1.0-2.33","","","","","","","main_trial","null","null","","","2","33","1","Whole Image","./stimuli/wedding_positive_interaction.jpg","./stimuli/wedding_positive_interaction.jpg","","","","[{""x"":979,""y"":796,""t"":549,""event"":""mousemove""},{""x"":1067,""y"":735,""t"":567,""event"":""mousemove""},{""x"":1095,""y"":707,""t"":584,""event"":""mousemove""},{""x"":1177,""y"":652,""t"":599,""event"":""mousemove""},{""x"":1220,""y"":610,""t"":617,""event"":""mousemove""},{""x"":1292,""y"":562,""t"":633,""event"":""mousemove""},{""x"":1363,""y"":516,""t"":650,""event"":""mousemove""},{""x"":1389,""y"":499,""t"":667,""event"":""mousemove""},{""x"":1443,""y"":462,""t"":683,""event"":""mousemove""},{""x"":1465,""y"":452,""t"":700,""event"":""mousemove""},{""x"":1477,""y"":441,""t"":716,""event"":""mousemove""},{""x"":1490,""y"":423,""t"":733,""event"":""mousemove""},{""x"":1502,""y"":411,""t"":750,""event"":""mousemove""},{""x"":1511,""y"":405,""t"":766,""event"":""mousemove""},{""x"":1521,""y"":398,""t"":783,""event"":""mousemove""},{""x"":1526,""y"":396,""t"":800,""event"":""mousemove""},{""x"":1529,""y"":392,""t"":817,""event"":""mousemove""},{""x"":1533,""y"":388,""t"":834,""event"":""mousemove""},{""x"":1537,""y"":381,""t"":851,""event"":""mousemove""},{""x"":1537,""y"":378,""t"":867,""event"":""mousemove""},{""x"":1537,""y"":375,""t"":884,""event"":""mousemove""},{""x"":1539,""y"":369,""t"":900,""event"":""mousemove""},{""x"":1540,""y"":365,""t"":917,""event"":""mousemove""},{""x"":1541,""y"":362,""t"":933,""event"":""mousemove""},{""x"":1542,""y"":359,""t"":951,""event"":""mousemove""},{""x"":1544,""y"":356,""t"":969,""event"":""mousemove""},{""x"":1546,""y"":353,""t"":983,""event"":""mousemove""},{""x"":1549,""y"":345,""t"":1000,""event"":""mousemove""},{""x"":1555,""y"":326,""t"":1017,""event"":""mousemove""},{""x"":1557,""y"":314,""t"":1034,""event"":""mousemove""},{""x"":1559,""y"":307,""t"":1050,""event"":""mousemove""},{""x"":1559,""y"":303,""t"":1067,""event"":""mousemove""},{""x"":1559,""y"":302,""t"":1084,""event"":""mousemove""},{""x"":1559,""y"":301,""t"":1105,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","109","173238","0.0-5.0-1.0-0.34","","","","","","","trial_start","1639","0","","","2","34","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","110","173440","0.0-5.0-1.0-1.34","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","111","174641","0.0-5.0-1.0-2.34","","","","","","","main_trial","null","null","","","2","34","1","Whole Image","./stimuli/war_negative_interaction.jpg","./stimuli/war_negative_interaction.jpg","","","","[{""x"":1000,""y"":780,""t"":520,""event"":""mousemove""},{""x"":1008,""y"":775,""t"":526,""event"":""mousemove""},{""x"":1034,""y"":746,""t"":543,""event"":""mousemove""},{""x"":1090,""y"":695,""t"":560,""event"":""mousemove""},{""x"":1123,""y"":667,""t"":576,""event"":""mousemove""},{""x"":1144,""y"":640,""t"":593,""event"":""mousemove""},{""x"":1168,""y"":622,""t"":610,""event"":""mousemove""},{""x"":1187,""y"":596,""t"":626,""event"":""mousemove""},{""x"":1192,""y"":578,""t"":643,""event"":""mousemove""},{""x"":1192,""y"":566,""t"":660,""event"":""mousemove""},{""x"":1171,""y"":548,""t"":676,""event"":""mousemove""},{""x"":1143,""y"":537,""t"":693,""event"":""mousemove""},{""x"":1047,""y"":512,""t"":709,""event"":""mousemove""},{""x"":1000,""y"":505,""t"":727,""event"":""mousemove""},{""x"":854,""y"":491,""t"":743,""event"":""mousemove""},{""x"":793,""y"":484,""t"":760,""event"":""mousemove""},{""x"":710,""y"":473,""t"":777,""event"":""mousemove""},{""x"":622,""y"":448,""t"":793,""event"":""mousemove""},{""x"":578,""y"":429,""t"":810,""event"":""mousemove""},{""x"":529,""y"":404,""t"":826,""event"":""mousemove""},{""x"":490,""y"":375,""t"":843,""event"":""mousemove""},{""x"":459,""y"":359,""t"":860,""event"":""mousemove""},{""x"":446,""y"":354,""t"":878,""event"":""mousemove""},{""x"":433,""y"":343,""t"":893,""event"":""mousemove""},{""x"":427,""y"":336,""t"":910,""event"":""mousemove""},{""x"":414,""y"":325,""t"":927,""event"":""mousemove""},{""x"":394,""y"":316,""t"":943,""event"":""mousemove""},{""x"":387,""y"":315,""t"":960,""event"":""mousemove""},{""x"":384,""y"":315,""t"":977,""event"":""mousemove""},{""x"":382,""y"":315,""t"":993,""event"":""mousemove""},{""x"":379,""y"":314,""t"":1010,""event"":""mousemove""},{""x"":377,""y"":312,""t"":1027,""event"":""mousemove""},{""x"":375,""y"":307,""t"":1044,""event"":""mousemove""},{""x"":375,""y"":306,""t"":1061,""event"":""mousemove""},{""x"":375,""y"":304,""t"":1077,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","112","176261","0.0-5.0-1.0-0.35","","","","","","","trial_start","1620","0","","","2","35","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","113","176513","0.0-5.0-1.0-1.35","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","114","177715","0.0-5.0-1.0-2.35","","","","","","","main_trial","null","null","","","2","35","1","Whole Image","./stimuli/wedding_negative_nointeraction.jpg","./stimuli/wedding_negative_nointeraction.jpg","","","","[{""x"":947,""y"":795,""t"":767,""event"":""mousemove""},{""x"":929,""y"":789,""t"":773,""event"":""mousemove""},{""x"":905,""y"":777,""t"":790,""event"":""mousemove""},{""x"":828,""y"":726,""t"":808,""event"":""mousemove""},{""x"":731,""y"":667,""t"":823,""event"":""mousemove""},{""x"":685,""y"":635,""t"":840,""event"":""mousemove""},{""x"":593,""y"":563,""t"":857,""event"":""mousemove""},{""x"":534,""y"":492,""t"":874,""event"":""mousemove""},{""x"":493,""y"":457,""t"":890,""event"":""mousemove""},{""x"":454,""y"":391,""t"":907,""event"":""mousemove""},{""x"":414,""y"":355,""t"":924,""event"":""mousemove""},{""x"":397,""y"":335,""t"":940,""event"":""mousemove""},{""x"":383,""y"":318,""t"":957,""event"":""mousemove""},{""x"":363,""y"":303,""t"":973,""event"":""mousemove""},{""x"":357,""y"":300,""t"":990,""event"":""mousemove""},{""x"":352,""y"":298,""t"":1007,""event"":""mousemove""},{""x"":351,""y"":297,""t"":1024,""event"":""mousemove""},{""x"":347,""y"":295,""t"":1041,""event"":""mousemove""},{""x"":346,""y"":295,""t"":1057,""event"":""mousemove""},{""x"":345,""y"":294,""t"":1126,""event"":""mousemove""},{""x"":344,""y"":294,""t"":1141,""event"":""mousemove""},{""x"":344,""y"":293,""t"":1163,""event"":""mousemove""}]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"html-button-response","115","180793","0.0-5.0-1.0-0.36","","","","","","","trial_start","3078","0","","","2","36","1","Whole Image","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","116","180795","0.0-5.0-1.0-1.36","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
