"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","exp_id","event","rt","response","accuracy","view_history","block_number","trial_number","run_number","task","stimulus","filename","category","animacy","index","mouse_tracking_data","mouse_tracking_targets","answer","targets","screen_width","screen_height","button_left","button_bottom"
"html-button-response","21","157463","0.0-5.0-1.1-0.4","","","","","","","trial_start","1740","0","","","3","1","2","global","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","22","157764","0.0-5.0-1.1-1.4","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","23","158767","0.0-5.0-1.1-2.4","","","","","","","main_trial","null","null","","","3","1","2","global","./stimuli/war_negative_interaction.jpg","./stimuli/war_negative_interaction.jpg","","","","[{""x"":953,""y"":779,""t"":675,""event"":""mousemove""},{""x"":867,""y"":759,""t"":689,""event"":""mousemove""},{""x"":738,""y"":714,""t"":705,""event"":""mousemove""},{""x"":641,""y"":673,""t"":722,""event"":""mousemove""},{""x"":535,""y"":629,""t"":738,""event"":""mousemove""},{""x"":456,""y"":569,""t"":755,""event"":""mousemove""},{""x"":427,""y"":549,""t"":772,""event"":""mousemove""},{""x"":377,""y"":477,""t"":788,""event"":""mousemove""},{""x"":346,""y"":431,""t"":805,""event"":""mousemove""},{""x"":326,""y"":386,""t"":822,""event"":""mousemove""},{""x"":322,""y"":367,""t"":839,""event"":""mousemove""},{""x"":317,""y"":332,""t"":855,""event"":""mousemove""},{""x"":317,""y"":315,""t"":872,""event"":""mousemove""},{""x"":317,""y"":308,""t"":889,""event"":""mousemove""},{""x"":317,""y"":301,""t"":905,""event"":""mousemove""},{""x"":317,""y"":299,""t"":926,""event"":""mousemove""},{""x"":317,""y"":298,""t"":942,""event"":""mousemove""},{""x"":317,""y"":297,""t"":957,""event"":""mousemove""},{""x"":320,""y"":294,""t"":972,""event"":""mousemove""},{""x"":323,""y"":293,""t"":988,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"instructions","24","160111","0.0-5.0-1.1-3.4-0.4","","","","","","","break","1344","","","[{""page_index"":0,""viewing_time"":1344}]","4","2","2","global","","","","","","","","","","","","",""
"html-button-response","25","163204","0.0-5.0-1.1-0.5","","","","","","","trial_start","3092","0","","","4","2","2","global","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","26","163331","0.0-5.0-1.1-1.5","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","27","164333","0.0-5.0-1.1-2.5","","","","","","","main_trial","null","null","","","4","2","2","global","./stimuli/wedding_ambiguous_nointeraction.jpg","./stimuli/wedding_ambiguous_nointeraction.jpg","","","","[]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"instructions","28","165871","0.0-5.0-1.1-4.5-0.5","","","","","","","last_break","1537","","","[{""page_index"":0,""viewing_time"":1537}]","5","3","2","global","","","","","","","","","","","","",""
"instructions","29","167637","0.0-5.0-0.2","","","","","","","run_instructions","1766","","","[{""page_index"":0,""viewing_time"":1766}]","5","0","3","context","","","","","","","","","","","","",""
"html-button-response","30","169921","0.0-5.0-1.2-0.6","","","","","","","trial_start","2283","0","","","5","0","3","context","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","31","170122","0.0-5.0-1.2-1.6","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","32","171125","0.0-5.0-1.2-2.6","","","","","","","main_trial","null","null","","","5","0","3","context","./stimuli/war_negative_interaction.jpg","./stimuli/war_negative_interaction.jpg","","","","[{""x"":949,""y"":791,""t"":696,""event"":""mousemove""},{""x"":904,""y"":773,""t"":710,""event"":""mousemove""},{""x"":845,""y"":734,""t"":727,""event"":""mousemove""},{""x"":807,""y"":716,""t"":745,""event"":""mousemove""},{""x"":741,""y"":646,""t"":760,""event"":""mousemove""},{""x"":716,""y"":625,""t"":777,""event"":""mousemove""},{""x"":688,""y"":586,""t"":793,""event"":""mousemove""},{""x"":658,""y"":559,""t"":810,""event"":""mousemove""},{""x"":646,""y"":552,""t"":827,""event"":""mousemove""},{""x"":639,""y"":546,""t"":844,""event"":""mousemove""},{""x"":636,""y"":543,""t"":860,""event"":""mousemove""},{""x"":635,""y"":542,""t"":877,""event"":""mousemove""},{""x"":632,""y"":540,""t"":894,""event"":""mousemove""},{""x"":632,""y"":539,""t"":913,""event"":""mousemove""},{""x"":631,""y"":539,""t"":941,""event"":""mousemove""}]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"html-button-response","33","172559","0.0-5.0-1.2-0.7","","","","","","","trial_start","1434","0","","","5","1","3","context","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","34","172836","0.0-5.0-1.2-1.7","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","35","173837","0.0-5.0-1.2-2.7","","","","","","","main_trial","null","null","","","5","1","3","context","./stimuli/wedding_ambiguous_nointeraction.jpg","./stimuli/wedding_ambiguous_nointeraction.jpg","","","","[]","{}","","[""positive"",""negative""]","1920","1080","945","810"
"instructions","36","174792","0.0-5.0-1.2-3.7-0.7","","","","","","","break","954","","","[{""page_index"":0,""viewing_time"":954}]","6","2","3","context","","","","","","","","","","","","",""
"html-button-response","37","177135","0.0-5.0-1.2-0.8","","","","","","","trial_start","2343","0","","","6","2","3","context","<div style=""font-size:9px""></div>","","","","","","","","","","","",""
"html-keyboard-response","38","177437","0.0-5.0-1.2-1.8","","","","","","","jitter","null","null","","","","","","","","","","","","","","","","","","",""
"image-button-response","39","178447","0.0-5.0-1.2-2.8","","","","","","","main_trial","null","null","","","6","2","3","context","./stimuli/hospital_positive_interaction.jpg","./stimuli/hospital_positive_interaction.jpg","","","","[]","{}","","[""negative"",""positive""]","1920","1080","945","810"
"instructions","40","181232","0.0-5.0-1.2-4.8-0.8","","","","","","","last_break","2785","","","[{""page_index"":0,""viewing_time"":2785}]","7","3","3","context","","","","","","","","","","","","",""
